,Date,File Name,Experiment Type,QC?,Diff?,Cell Line,CL/CR#,Final Clone?,Passage,Gene,Protein,Fluorescent Protein,Other Label,Microscope,Objective,Dimension,MP?,Time-lapse,Exp. Details,Other,User,Path
361,2018-05-08 00:00:00,20180508_C01_001(22).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
362,2018-05-08 00:00:00,20180508_C01_001(23).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
363,2018-05-08 00:00:00,20180508_C01_001(24).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
364,2018-05-08 00:00:00,20180508_C01_001(25).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
365,2018-05-08 00:00:00,20180508_C01_001(26).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
366,2018-05-08 00:00:00,20180508_C01_001(27).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
367,2018-05-08 00:00:00,20180508_C01_001(28).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
368,2018-05-08 00:00:00,20180508_C01_001(29).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
369,2018-05-08 00:00:00,20180508_C01_001(3).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
370,2018-05-08 00:00:00,20180508_C01_001(30).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
371,2018-05-08 00:00:00,20180508_C01_001(31).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
372,2018-05-08 00:00:00,20180508_C01_001(32).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
373,2018-05-08 00:00:00,20180508_C01_001(33).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
374,2018-05-08 00:00:00,20180508_C01_001(34).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
375,2018-05-08 00:00:00,20180508_C01_001(35).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
376,2018-05-08 00:00:00,20180508_C01_001(36).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
377,2018-05-08 00:00:00,20180508_C01_001(37).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
378,2018-05-08 00:00:00,20180508_C01_001(38).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
379,2018-05-08 00:00:00,20180508_C01_001(39).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
380,2018-05-08 00:00:00,20180508_C01_001(4).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
381,2018-05-08 00:00:00,20180508_C01_001(5).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
382,2018-05-08 00:00:00,20180508_C01_001(6).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
383,2018-05-08 00:00:00,20180508_C01_001(7).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
384,2018-05-08 00:00:00,20180508_C01_001(8).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
385,2018-05-08 00:00:00,20180508_C01_001(9).czi,AdditionalWorkup,No,ipsc,59.0,CR,,,,,,,lsm880,40x/1.2W,3D,Yes,Yes,OPT mode 880 timelapse,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180508
386,2018-05-22 00:00:00,201870522_C01_001.czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
387,2018-05-22 00:00:00,201870522_C01_001.queue,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
388,2018-05-22 00:00:00,201870522_C01_001(1).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
389,2018-05-22 00:00:00,201870522_C01_001(10).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
390,2018-05-22 00:00:00,201870522_C01_001(11).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
391,2018-05-22 00:00:00,201870522_C01_001(12).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
392,2018-05-22 00:00:00,201870522_C01_001(13).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
393,2018-05-22 00:00:00,201870522_C01_001(14).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
394,2018-05-22 00:00:00,201870522_C01_001(15).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
395,2018-05-22 00:00:00,201870522_C01_001(16).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
396,2018-05-22 00:00:00,201870522_C01_001(17).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
397,2018-05-22 00:00:00,201870522_C01_001(18).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
398,2018-05-22 00:00:00,201870522_C01_001(19).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
399,2018-05-22 00:00:00,201870522_C01_001(2).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
400,2018-05-22 00:00:00,201870522_C01_001(20).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
401,2018-05-22 00:00:00,201870522_C01_001(21).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
402,2018-05-22 00:00:00,201870522_C01_001(22).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
403,2018-05-22 00:00:00,201870522_C01_001(23).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
404,2018-05-22 00:00:00,201870522_C01_001(24).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
405,2018-05-22 00:00:00,201870522_C01_001(25).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
406,2018-05-22 00:00:00,201870522_C01_001(26).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
407,2018-05-22 00:00:00,201870522_C01_001(27).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
408,2018-05-22 00:00:00,201870522_C01_001(28).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
409,2018-05-22 00:00:00,201870522_C01_001(29).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
410,2018-05-22 00:00:00,201870522_C01_001(3).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
411,2018-05-22 00:00:00,201870522_C01_001(30).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
412,2018-05-22 00:00:00,201870522_C01_001(31).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
413,2018-05-22 00:00:00,201870522_C01_001(32).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
414,2018-05-22 00:00:00,201870522_C01_001(33).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
415,2018-05-22 00:00:00,201870522_C01_001(34).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
416,2018-05-22 00:00:00,201870522_C01_001(4).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
417,2018-05-22 00:00:00,201870522_C01_001(49).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
418,2018-05-22 00:00:00,201870522_C01_001(5).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
419,2018-05-22 00:00:00,201870522_C01_001(6).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
420,2018-05-22 00:00:00,201870522_C01_001(7).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
421,2018-05-22 00:00:00,201870522_C01_001(8).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
422,2018-05-22 00:00:00,201870522_C01_001(9).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
423,2018-05-22 00:00:00,201870522_C02_001.czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
424,2018-05-22 00:00:00,201870522_C02_001.queue,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
425,2018-05-22 00:00:00,201870522_C02_001(1).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
426,2018-05-22 00:00:00,201870522_C02_001(10).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
427,2018-05-22 00:00:00,201870522_C02_001(11).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
428,2018-05-22 00:00:00,201870522_C02_001(12).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
429,2018-05-22 00:00:00,201870522_C02_001(13).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
430,2018-05-22 00:00:00,201870522_C02_001(14).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
431,2018-05-22 00:00:00,201870522_C02_001(15).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
432,2018-05-22 00:00:00,201870522_C02_001(16).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
433,2018-05-22 00:00:00,201870522_C02_001(17).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
434,2018-05-22 00:00:00,201870522_C02_001(18).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
435,2018-05-22 00:00:00,201870522_C02_001(19).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
436,2018-05-22 00:00:00,201870522_C02_001(2).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
437,2018-05-22 00:00:00,201870522_C02_001(20).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
438,2018-05-22 00:00:00,201870522_C02_001(21).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
439,2018-05-22 00:00:00,201870522_C02_001(22).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
440,2018-05-22 00:00:00,201870522_C02_001(23).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
441,2018-05-22 00:00:00,201870522_C02_001(24).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
442,2018-05-22 00:00:00,201870522_C02_001(25).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
443,2018-05-22 00:00:00,201870522_C02_001(26).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
444,2018-05-22 00:00:00,201870522_C02_001(27).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
445,2018-05-22 00:00:00,201870522_C02_001(28).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
446,2018-05-22 00:00:00,201870522_C02_001(29).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
447,2018-05-22 00:00:00,201870522_C02_001(3).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
448,2018-05-22 00:00:00,201870522_C02_001(30).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
449,2018-05-22 00:00:00,201870522_C02_001(31).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
450,2018-05-22 00:00:00,201870522_C02_001(32).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
451,2018-05-22 00:00:00,201870522_C02_001(33).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
452,2018-05-22 00:00:00,201870522_C02_001(34).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
453,2018-05-22 00:00:00,201870522_C02_001(35).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
454,2018-05-22 00:00:00,201870522_C02_001(36).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
455,2018-05-22 00:00:00,201870522_C02_001(37).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
456,2018-05-22 00:00:00,201870522_C02_001(38).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
457,2018-05-22 00:00:00,201870522_C02_001(39).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
458,2018-05-22 00:00:00,201870522_C02_001(4).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
459,2018-05-22 00:00:00,201870522_C02_001(40).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
460,2018-05-22 00:00:00,201870522_C02_001(41).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
461,2018-05-22 00:00:00,201870522_C02_001(42).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
462,2018-05-22 00:00:00,201870522_C02_001(43).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
463,2018-05-22 00:00:00,201870522_C02_001(49).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
464,2018-05-22 00:00:00,201870522_C02_001(5).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
465,2018-05-22 00:00:00,201870522_C02_001(6).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
466,2018-05-22 00:00:00,201870522_C02_001(7).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
467,2018-05-22 00:00:00,201870522_C02_001(8).czi,Phototox,NO,ipsc,11.0,27,,,,,,"CMDR, Hoechst",lsm880,40x/1.2W,3D,Yes,Yes,,,CCH,/allen/aics/assay-dev/MicroscopyData/Caroline/2018/20180522
